Trt,Rack,Row,Pos,RIL,Rep,PLANT_ID,PLOT,leaf_mass,stem_mass,seed_mass,notes,ht_flag,ht_flower,flowering
ambient,17,2,6,143,5,143.5,1706,0.0267,0.1807,0.3621,,11.9,25.4,
ambient,17,2,7,20,5,20.5,1707,0.4784,0.3865,0.2636,,18.5,27.9,
ambient,17,2,8,58,4,58.4,1708,0.1048,0.2568,0.3999,,13,27,
ambient,17,2,9,84,6,84.6,1709,0.0724,0.2957,0.4886,,16.1,28,
ambient,17,2,10,84,5,84.5,1710,0.0448,0.3364,0.4491,,14.7,31.1,
ambient,17,3,11,156,5,156.5,1711,0.0050,0.0130,0.0233,,2.5,7.3,
ambient,17,3,12,61,5,61.5,1712,0.7386,0.7392,0.1072,,26.5,36.1,
ambient,17,3,13,18,5,18.5,1713,0.0177,0.1397,0.2189,,,,
ambient,17,3,14,44,6,44.6,1714,0.4786,0.7213,0.2222,,28.5,42,
ambient,17,3,15,58,5,58.5,1715,0.0139,0.0714,0.1689,,8,17,
ambient,17,4,16,63,4,63.4,1716,0.4565,0.3270,,,12.5,,not flowering
ambient,17,4,17,104,6,104.6,1717,0.0223,0.1617,0.3123,,10.2,23,
ambient,17,4,18,59,6,59.6,1718,0.7513,0.7330,0.0978,,26.6,38,
ambient,17,4,19,86,6,86.6,1719,0.0384,0.1798,0.2304,,14.1,29.5,
ambient,17,4,20,172,6,172.6,1720,0.0200,0.0855,0.1767,,11,20.1,
ambient,18,1,1,154,5,154.5,1801,0.3271,0.2104,,,10.9,,not flowering
ambient,18,1,2,212121,4,bd21.4,1802,0.0175,0.0944,0.1608,,10,20.7,
ambient,18,1,3,128,6,128.6,1803,0.7563,0.6534,,,19.5,,not flowering
ambient,18,1,4,171,4,171.4,1804,0.0169,0.1217,0.2550,,10,21.1,
ambient,18,1,5,16,5,16.5,1805,0.0580,0.3536,0.4937,,15.6,32.2,
ambient,18,2,6,57,5,57.5,1806,0.1410,0.5046,0.3836,,27,41.3,
ambient,18,2,7,132,6,132.6,1807,0.8327,0.9508,0.1669,,24.1,32.7,
ambient,18,2,8,130,4,130.4,1808,0.4811,0.2930,,,8,,not flowering
ambient,18,2,9,17,4,17.4,1809,0.0078,0.0876,0.1933,,11.7,22,
ambient,18,2,10,124,4,124.4,1810,0.2792,0.4243,0.0394,,23,31.1,
ambient,18,3,11,11,5,11.5,1811,0.0527,0.3052,0.3707,,12.5,31.8,
ambient,18,3,12,127,4,127.4,1812,0.0401,0.2363,0.4459,,12,25,
ambient,18,3,13,80,6,80.6,1813,0.0053,0.0600,0.1694,,7,16.9,
ambient,18,3,14,23,6,23.6,1814,0.0328,0.3548,0.7584,,11,23.5,
ambient,18,3,15,3,4,3.4,1815,0.1526,0.6689,0.5861,,19.7,39,
ambient,18,4,16,183,6,183.6,1816,0.2078,0.4264,0.2329,,25.5,41.3,
ambient,18,4,17,153,6,153.6,1817,0.0123,0.0723,0.1255,,9,21.1,
ambient,18,4,18,19,5,19.5,1818,0.0264,0.1984,0.3445,,12.2,24.5,
ambient,18,4,19,182,6,182.6,1819,,,,,,,
ambient,18,4,20,60,4,60.4,1820,0.0124,0.1140,0.2219,,11,21.5,
ambient,19,1,1,165,4,165.4,1901,0.0093,0.0306,0.0902,,7.5,17.2,
ambient,19,1,2,10,6,10.6,1902,0.0748,0.2695,0.4353,,12,23.9,
ambient,19,1,3,10,4,10.4,1903,0.0126,0.0470,0.0948,,9,21.5,
ambient,19,1,4,29,5,29.5,1904,0.0543,0.2850,0.4920,,10.6,28.9,
ambient,19,1,5,166,4,166.4,1905,0.0627,0.1930,0.3543,,13.2,22.1,
ambient,19,2,6,138,6,138.6,1906,0.0342,0.2992,0.4978,,11.5,26.5,
ambient,19,2,7,90,6,90.6,1907,0.0587,0.2323,0.4339,,9.2,20.2,
ambient,19,2,8,90,4,90.4,1908,0.6066,0.8386,0.2172,,21.9,33.3,
ambient,19,2,9,86,5,86.5,1909,0.0173,0.0984,0.1837,,12,24,
ambient,19,2,10,32,6,32.6,1910,0.0172,0.1218,0.1834,,10,21.5,
ambient,19,3,11,165,6,165.6,1911,0.0912,0.4519,0.5392,,17.5,34,
ambient,19,3,12,111,4,111.4,1912,0.0246,0.1975,0.3345,,9,22.7,
ambient,19,3,13,70,4,70.4,1913,0.4172,0.8119,0.4424,,20.5,29.9,
ambient,19,3,14,76,6,76.6,1914,0.8792,0.6603,,,11.5,,not flowering
ambient,19,3,15,103,4,103.4,1915,0.4846,0.7328,0.3995,,22,36.4,
ambient,19,4,16,13,6,13.6,1916,0.0250,0.2107,0.3789,,12.8,22.3,
ambient,19,4,17,70,5,70.5,1917,0.0964,0.5432,0.8280,,14,27.8,
ambient,19,4,18,51,6,51.6,1918,0.0417,0.2585,0.4712,,12,22.7,
ambient,19,4,19,62,5,62.5,1919,0.2758,0.6509,0.3279,,23.5,41.1,
ambient,19,4,20,121,5,121.5,1920,0.4762,0.4958, ,,14,,not flowering
ambient,20,1,1,173,4,173.4,2001,0.2356,0.3178,,,12,,not flowering
ambient,20,1,2,1,6,1.6,2002,0.0071,0.0797,0.1357,,9.1,19.5,
ambient,20,1,3,123,6,123.6,2003,0.0440,0.2185,0.2990,,13.1,24.6,
ambient,20,1,4,53,6,53.6,2004,0.0060,0.0762,0.1906,,8,19.1,
ambient,20,1,5,33333,5,bd3-1.5,2005,,,,,,,
ambient,20,2,6,173,6,173.6,2006,0.0525,0.2990,0.5125,,11,20.8,
ambient,20,2,7,35,5,35.5,2007,,,,,,,
ambient,20,2,8,31,5,31.5,2008,0.0215,0.1319,0.2618,,12.4,22.6,
ambient,20,2,9,66,5,66.5,2009,0.0414,0.2848,0.4706,,11,28.8,
ambient,20,2,10,69,5,69.5,2010,0.1097,0.1002,,,10.1,,not flowering
ambient,20,3,11,119,6,119.6,2011,0.1029,0.3548,0.5879,,14.1,27.8,
ambient,20,3,12,36,5,36.5,2012,0.1960,0.0904,,,7.4,,not flowering
ambient,20,3,13,126,6,126.6,2013,0.1101,0.5886,0.9066,,12.8,28.5,
ambient,20,3,14,157,5,157.5,2014,0.8608,0.8026,,,20.4,,not flowering
ambient,20,3,15,88,6,88.6,2015,0.3689,1.0238,0.7197,,23.5,39,
ambient,20,4,16,118,6,118.6,2016,0.0147,0.1175,0.1557,,11.3,25.3,
ambient,20,4,17,109,6,109.6,2017,,,,,,,
ambient,20,4,18,17,5,17.5,2018,0.0177,0.1426,0.2343,,15.9,31.1,
ambient,20,4,19,22,4,22.4,2019,0.0152,0.1509,0.2872,,10.1,22.5,
ambient,20,4,20,118,5,118.5,2020,0.0068,0.0857,0.1772,,9.9,19.6,
ambient,21,1,1,72,4,72.4,2101,0.2039,0.3135,0.1583,,24.3,39.4,
ambient,21,1,2,43,5,43.5,2102,0.0450,0.1499,0.1904,,11,24.1,
ambient,21,1,3,96,5,96.5,2103,0.5075,0.4353,,,17.7,21.1,flowering 21/1/16
ambient,21,1,4,130,5,130.5,2104,0.7133,0.3129,,,6.4,,not flowering
ambient,21,1,5,83,4,83.4,2105,0.0240,0.1549,0.2311,,14.2,22.4,
ambient,21,2,6,132,5,132.5,2106,0.6679,0.4903,,,11.1,,not flowering
ambient,21,2,7,100,5,100.5,2107,0.2524,0.4513,0.2848,,18.7,36.2,
ambient,21,2,8,55,4,55.4,2108,0.0125,0.0746,0.1477,,10.2,19.1,
ambient,21,2,9,183,5,183.5,2109,,,,,,,
ambient,21,2,10,182,5,182.5,2110,0.5363,0.3700,,,10.3,,not flowering
ambient,21,3,11,108,5,108.5,2111,0.0150,0.1244,0.1923,,11.2,22.4,
ambient,21,3,12,168,5,168.5,2112,0.0335,0.2204,0.3871,,14.7,28.5,
ambient,21,3,13,129,5,129.5,2113,0.2881,0.5942,0.3682,,20.9,36.4,
ambient,21,3,14,124,5,124.5,2114,0.0267,0.2062,0.3290,,13.4,31.4,
ambient,21,3,15,212121,5,bd21.5,2115,0.0331,0.2308,0.3779,,10.6,24.4,
ambient,21,4,16,15,6,15.6,2116,0.0236,0.1584,0.2939,,12.4,26.1,
ambient,21,4,17,37,5,37.5,2117,0.0745,0.3182,0.5169,,16.8,37.1,
ambient,21,4,18,9,4,9.4,2118,0.5541,0.5110,0.0165,,22.6,25,
ambient,21,4,19,169,5,169.5,2119,0.3835,0.5190,0.1327,,18.4,27.5,
ambient,21,4,20,54,6,54.6,2120,0.3271,0.2910,,,9.3,,not flowering
ambient,22,1,1,37,4,37.4,2201,0.0469,0.1660,0.2190,,13.1,29.5,
ambient,22,1,2,36,4,36.4,2202,1.0755,,,corn,,,
ambient,22,1,3,78,6,78.6,2203,0.0439,0.2205,0.2298,,17.5,33.4,
ambient,22,1,4,126,4,126.4,2204,0.0318,0.2171,0.4646,,10,23,
ambient,22,1,5,15,5,15.5,2205,0.2040,0.2725,0.1771,,13.5,21.3,
ambient,22,2,6,173,5,173.5,2206,0.7111,0.6990,,,17.2,,not flowering
ambient,22,2,7,5,6,5.6,2207,0.2565,0.3229,0.0560,,23.5,32.6,
ambient,22,2,8,71,6,71.6,2208,0.4905,0.8541,0.3375,,21.5,41.5,
ambient,22,2,9,54,5,54.5,2209,0.4904,0.5230,0.0242,,21.6,27.1,
ambient,22,2,10,121,6,121.6,2210,0.0241,0.1581,0.2920,,10.9,22.1,
ambient,22,3,11,33333,6,bd3-1.6,2211,0.4793,0.3852,0.0125,,18.1,24.6,flowering 21/1/16
ambient,22,3,12,123,5,123.5,2212,0.0466,0.2725,0.4546,,13.6,26,
ambient,22,3,13,158,6,158.6,2213,,,,,,,
ambient,22,3,14,83,5,83.5,2214,0.0612,0.2492,0.4130,,13,26.3,
ambient,22,3,15,72,5,72.5,2215,0.0091,0.0589,0.1487,,10.6,16.7,
ambient,22,4,16,149,4,149.4,2216,,,,,,,
ambient,22,4,17,79,4,79.4,2217,,,,,,,
ambient,22,4,18,9,6,9.6,2218,0.2119,0.6623,0.5320,,26.5,41.5,
ambient,22,4,19,119,5,119.5,2219,0.4102,0.9451,0.4526,,26.6,42.8,
ambient,22,4,20,94,4,94.4,2220,0.0213,0.1019,0.2112,,14.4,20.1,
ambient,23,1,1,155,5,155.5,2301,0.3968,0.2194,,,10,,not flowering
ambient,23,1,2,104,5,104.5,2302,0.0094,0.0808,0.1815,,8.5,17,
ambient,23,1,3,172,5,172.5,2303,0.0122,0.0542,0.1298,,9.4,19.6,
ambient,23,1,4,55,6,55.6,2304,0.1108,0.7161,0.9352,,17.6,35.5,
ambient,23,1,5,136,5,136.5,2305,0.2189,0.5018,0.3305,,22.5,36.1,
ambient,23,1,21,2,5,2.5,2321,,,,,9.9,17.1,
ambient,23,2,6,140,5,140.5,2306,0.0050,0.0320,0.1034,,21.4,36,
ambient,23,2,7,29,4,29.4,2307,0.1494,0.3609,0.3080,,28.4,38.1,
ambient,23,2,8,28,5,28.5,2308,1.1573,1.3457,0.4118,,15.5,,not flowering
ambient,23,2,9,139,6,139.6,2309,0.8743,0.5858,,,10,19.2,
ambient,23,2,10,139,4,139.4,2310,0.0088,0.0704,0.1452,,8.1,15.2,
ambient,23,3,11,7,5,7.5,2311,0.0090,0.0478,0.1235,,40,47.4,flowering 21/1/16
ambient,23,3,12,89,5,89.5,2312,0.9336,1.0387,0.0237,,17.5,38,
ambient,23,3,13,147,6,147.6,2313,0.0635,0.4060,0.4631,,12.6,23.4,
ambient,23,3,14,44,4,44.4,2314,0.0347,0.1709,0.3197,,12,23,
ambient,23,3,15,156,4,156.4,2315,0.0329,0.1520,0.2608,,,,
ambient,23,4,16,142,4,142.4,2316,1.7464,,,corn,14.5,36,
ambient,23,4,17,113,5,113.5,2317,0.0330,0.1823,0.2958,,12.5,26.3,
ambient,23,4,18,137,6,137.6,2318,0.0206,0.1531,0.3661,,28.5,41.6,
ambient,23,4,19,38,5,38.5,2319,0.4393,0.7199,0.2868,,15.6,30.7,
ambient,23,4,20,27,4,27.4,2320,0.0484,0.2358,0.3659,,,,
elevated,24,1,1,11,7,11.7,2401,,,,,,,
elevated,24,1,2,78,8,78.8,2402,0.0094,0.0889,0.2131,,9,18.5,
elevated,24,1,3,16,9,16.9,2403,0.0443,0.3883,0.6534,,14,29.5,
elevated,24,1,4,150,8,150.8,2404,0.0256,0.1909,0.3063,,12.5,22,
elevated,24,1,5,57,7,57.7,2405,0.0060,0.0525,0.1341,,7.8,15.5,
elevated,24,2,6,35,7,35.7,2406,,,,,,,
elevated,24,2,7,71,8,71.8,2407,0.0884,0.5693,0.7794,,13.5,30,
elevated,24,2,8,60,8,60.8,2408,0.0541,0.4933,0.6645,,16.4,32.1,
elevated,24,2,9,106,8,106.8,2409,0.2121,0.6923,0.5465,,20.1,36.1,
elevated,24,2,10,101,9,101.9,2410,,,,,,,
elevated,24,3,11,154,9,154.9,2411,,,,,,,
elevated,24,3,12,158,8,158.8,2412,0.0722,0.3503,0.5421,,12,23.5,
elevated,24,3,13,149,7,149.7,2413,0.2348,0.9281,0.8700,,20.3,37.5,
elevated,24,3,14,181,9,181.9,2414,0.0164,0.1659,0.2351,,13.4,27.1,
elevated,24,3,15,97,9,97.9,2415,0.1039,0.6840,0.7964,,18.6,36.6,
elevated,24,4,16,94,9,94.9,2416,0.0120,0.0750,0.1620,,12.1,18.4,
elevated,24,4,17,79,8,79.8,2417,0.2253,0.4805,0.2627,,20.2,40,
elevated,24,4,18,19,9,19.9,2418,0.0842,0.5167,0.4771,,21.6,37.5,
elevated,24,4,19,164,8,164.8,2419,0.2230,0.6176,0.5108,,25,42,
elevated,24,4,20,21,9,21.9,2420,0.0782,0.4092,0.3480,,22,36,
elevated,25,1,1,38,8,38.8,2501,0.0099,0.0840,0.2296,,7.5,17,
elevated,25,1,2,136,8,136.8,2502,0.0949,0.4391,0.4788,,15.3,32.5,
elevated,25,1,3,130,8,130.8,2503,0.0860,0.2589,0.2822,,14.5,29.5,
elevated,25,1,4,124,8,124.8,2504,0.0239,0.1384,0.2221,,11,27.1,
elevated,25,1,5,212121,12,bd21.12,2505,0.0087,0.0585,0.1689,,8.5,16.6,
